country_tag,country_name,country_orig_desc,country_ai_desc
IBO,Igbo,,"Following the collapse of the Oyo Empire, the Igbo have sought to strengthen their autonomy against the threat of British colonialism. Can the Igbo people continue to protect their independence?"
ICL,Iceland,,"Long under the control of the Danish crown, Iceland is now beginning to gain self-rule. Will the nation be able to make its mark on the world stage?"
IND,Indore,,"The Maratha Empire is crumbling in the face of increased British power. Can the state of Indore remain independent, or will it eventually succumb to colonial rule?"
ION,Ionian Islands,"The Islands have passed from Ottoman to Russian, French and finally British control within the past 30 years. Can the Islanders achieve Enosis with the new Greek state or will they seek a new path forward under British guidance?","Greece is beginning to stir, and the Ionian Islands are no exception. Do the islanders have the courage to stand up to the Ottoman Empire and fight for freedom?"
IRC,Iron Confederacy,,"The Iron Confederacy of North America has become a place of refuge for escaped slaves and Indigenous people. What will be the fate of the Iron Confederacy, and will it be able to protect its newfound freedoms?"
IRE,Ireland,,"Ireland is beginning to feel the strain of English colonialism. Will the Irish be able to resist English domination and regain their independence, or will they be forced to endure English rule?"
IRQ,Iraq,,Iraq has long been a pawn in the Great Game between the British and Russian empires. Will it be able to break free from foreign control and secure its independence?
ISQ,Isaaq,,"After centuries of domination by the Yemeni sultanate, the Isaaq people of the Somali peninsula seek to throw off their oppressors. Will freedom be won, or must they fight a prolonged struggle?"
ISR,Israel,,"Modern Israel is a patchwork of warring nations, all vying for control. Will a lasting peace be achieved, or will the region be consumed by strife?"
ITA,Italy,,"The nation of Italy is beginning to emerge, but powerful rulers still cling to their own self-interests. Will Italy come together as a unified state, or will it remain divided?"
JAI,Jaipur,,"Jaipur is a key strategic point in the Maratha Empire. Will it become another victim of British colonialism, or will it remain free and strong?"
JAM,Jamaica,,"Jamaica has long struggled against British colonialism and the slave trade. Can the Jamaican people find freedom and justice, or will they be trapped in the oppressive system forever?"
JAN,Jan Mayen,,"In Jan Mayen, Norway and Denmark lay competing claims. Will it become an independent state, or will it be reduced to a pawn in their rivalries? "
JAP,Japan,"The strength of the ruling Tokugawa shogunate is failing, with famine and unrest spreading all across the country. The Edo period has lasted in Japan for over 200 years, will it be able to last for 200 more?","Japan is on the brink of modernizing, but it is still full of traditional customs. Will it be able to balance its traditional and modern values, or will one side prevail?"
JAS,Jaisalmer,"Almost all of India is now under the direct or indirect control of the British East India Company. The Nawabs of the princely states still exert a strong degree of rule over their territories, but ultimately answer to the Company. Will India ever be free from British rule?","The city of Jaisalmer has been under the control of a succession of different rulers over the centuries. Will it remain a powerful symbol of independence and cultural identity, or will it become just another vassal state?"
JAV,Java,,"The island of Java has been subjected to various colonial powers over the years. Will the Javanese people continue to fight for independence, or will they be swallowed up by the powers that be?"
JLF,Jolof,,The Jolof kingdom of West Africa has a long and storied history of resistance to foreign powers. Can the people of Jolof continue to protect their autonomy and their way of life?
JOD,Jodhpur,,"After the fall of the Mughal Empire, the princely state of Jodhpur has sought to carve out its own path. Will the people of Jodhpur be able to maintain their independence, or will they be swallowed up by a neighboring power?"
JOH,Johore,Johor occupies a precarious position as both the British and the Dutch greedily eye their territory. Will Johor manage to retain what little sovereignty it has left?,"The sultanate of Johore is a powerful force in the region. Will it withstand the pressures of European colonization, or will it be forced to submit to foreign domination?"
KAL,Kalat,,"The Baloch people of what is now Pakistan are struggling against their Persian overlords. Can they gain autonomy, or will they succumb to imperial control? "
KAS,Kashmir,,"Kashmir is a hotly contested region, with both India and Pakistan claiming it as their own. Will it remain divided in two, or will a lasting peace be achieved? "
KAZ,Kazakhs,,"As the tsar's rule tightens in Central Asia, the nomadic Kazakhs are facing a threatened way of life. Will they be able to survive in a changing world, or will their way of life perish?"
KBA,Kuba,,"The kingdom of Kuba is beginning to feel the pressure of European colonizers. Can the Kuba people protect their independence and their customs, or will they be swept away in the tide of colonialism? "
KBD,Kabadougou,,"The West African kingdom of Kabadougou is fighting for survival against its powerful neighbors. Will it be able to maintain its independence, or will it succumb to foreign forces?"
KBU,Kaabu,,"The Kaabu Empire is a rising power in West Africa. Will it manage to hold its own against encroaching European influences, or will it be consumed by colonial ambitions?"
KFA,Kaffa,,"The port city of Kaffa in Ethiopia is an important trading hub. As European powers jostle for control, will Kaffa remain a focal point for commerce and diplomacy, or will it be forgotten in the maelstrom of empire?"
KHI,Khiva,"In defiance of both Persia and Russia, Khiva is an independent power flourishing under the rule of the Khan. Can Khiva protect its independence?","The Khanate of Khiva is wedged between two great empires, Russia and the Ottoman Empire, both of which have designs on Khiva's territory. Can the Khans hold on to their country, or will they succumb to foreign intervention?"
KKY,Kikuyu,,"The Kikuyu people are struggling to find an identity in the face of rapid modernization and westernization. Can the culture of the Kikuyu survive the onslaught, or will it be forever lost?"
KNG,Kong,,"The Kong Empire has long been in decline, and its people are in need of a new leader who will restore the Empire to its former glory. Can Kong overcome its troubles and return to its former power?"
KNK,Kanak,,"The Kanak people are struggling to keep their culture alive amidst the onslaught of French colonization. Will they be able to keep their traditional way of life, or will they be forced to assimilate?"
KOK,Kokand,Kokand struggles with disunity and discord within the Khan's court. Can Kokand become a dominant power in Central Asia?,"The Khanate of Kokand is caught in the turmoil of the Great Game between Russia and Great Britain. Will it survive the struggle for control, or will it succumb to imperial domination?"
KON,Kongo,,"The Kingdom of Kongo is beset by civil war and unrest. Can the Kongolese regain control of their land and keep the peace, or will the kingdom remain divided?"
KOR,Korea,"Korea under the Joseon dynasty looks inward, consumed by its factional politics. Will changing times force Korea to consider the outside world?","Korea is in the midst of a struggle for independence from Japanese rule. Can the Korean people reclaim their freedom, or will their nation remain subjugated to a foreign power?"
KRA,Krakow,"The legacy of the Polish people rests heavily on the shoulders of the Free State of Krakow, distrusted by its constituting powers and occupied by Austria. Can a new Polish state rise from the ashes once again?","Krakow is at the heart of the Polish struggle against foreign occupation. Will the Poles succeed in their quest for freedom and independence, or will they remain subject to the will of their oppressors?"
KRG,Karagwe,,"The Kingdom of Karagwe is beginning to see the rise of a powerful elite class. Can the people of Karagwe restore balance to their society and break the power of the ruling class, or will their inequality continue to grow?"
KRT,Kaarta,,"The Kaarta Confederacy seeks to break away from the oppressive control of the French Empire. Can they succeed in their quest and bring lasting peace, or will they only bring further conflict and strife?"
KRU,Kru,,"The Kru people of West Africa have long been in conflict with their neighbors and rivals in the region. Will the Kru be able to find peace and prosperity, or will they continue to fight?"
KSN,Kasanje,,"The Kasanje Kingdom of Central Africa is in the midst of a great transformation, as the people seek to modernize and modernize their economy and society. Will the Kasanjans survive the change, or will they succumb to outside forces?"
KTI,Kutai,,"The Kutai Sultanate is in a state of political flux, with internal divisions threatening to weaken the state. Can the Sultanate hold on to its power, or will it succumb to foreign interventions?"
KUK,Danubian State,,"The Danubian State is a fledgling nation in the midst of turmoil and upheaval. Will it survive the challenge, or will it be swept away in the tide of revolution?"
KUT,Kutch,,"The Kutch Sultanate is beset by threats from the powerful Mughal Empire and the Portuguese. Will they be able to protect their fragile independence, or will they be overrun by their rivals?"
KZM,Kazembe,,"The Kazembe Sultanate is a powerful kingdom in Central Africa, but their power is threatened by the Portuguese and other European powers. Can the Sultanate stand against its rivals, or will it succumb to foreign domination?"
LAD,Ladakh,,"The Ladakh Kingdom is caught between the imperial whims of the British and Chinese empires. Will it be able to maintain its independence, or will it become a battleground for the two rival powers?"
LAN,Lanfang,The Republic of Lanfang was established by a democratic syndicate of Chinese miners hoping to exploit the gold reserves of Borneo. Can Lanfang resist the advances of the Dutch and achieve the prosperity it seeks?,"The Lanfang Republic seeks to claim independence from its Dutch masters. Can the Republic triumph against its oppressors, or will it remain a subject of Dutch rule?"
LAO,Laos,,"The Kingdom of Laos is in the midst of a struggle to establish its own identity and independence in the face of French colonial domination. Can Laos stand up for its rights, or will it remain subjugated?"
LAT,Latvia,,"The Latvian people are struggling for national independence from the Tsarist regime of Russia. Can they succeed in their struggle and secure their rights, or will they remain oppressed?"
LBA,Luba,,"The Luba Empire is a powerful kingdom in Central Africa, but it is beset by rival states and imperial incursions. Will the Luba be able to maintain its independence against these threats, or will it succumb to foreign domination?"
LGA,Lega,,"The Lega people are in a race for independence from their traditional rulers in the Congo Free State. Can they triumph in their fight for freedom, or will they remain under foreign domination?"
LIB,Liberia,,"Liberia is a fragile nation in the midst of civil war, as rival factions battle for control of the country. Can Liberia survive this conflict and emerge as a stable nation, or will it succumb to further chaos and destruction?"
LIP,Lippe,,"The Principality of Lippe is a small nation in the midst of German unification. Will they be able to secure their independence, or will they be swallowed up by their larger neighbors?"
SCM,Schaumburg-Lippe,,"The Principality of Schaumburg-Lippe is a small state caught in the turbulence of German unification. Can they remain independent, or will they become part of the new German Empire?"
HOH,Hohenzollern,,"The Hohenzollern Princes are struggling for control over the Prussian monarchy in the face of growing pressure from German unification. Will they be able to hold on to their power, or will they be swept away in the tide of history?"
SCW,Schwarzburg,,"The Schwarzburg Princes are struggling to maintain their power in the face of growing German unification. Will they be able to protect their autonomy, or will they be forced to surrender to the new German Empire?"
LIT,Lithuania,,"The Grand Duchy of Lithuania is struggling to secure its independence in the face of Russian imperialism. Will the Lithuanians succeed in their quest for freedom, or will they succumb to Russian rule?"
LKT,Lakota,,"The Lakota nation is in the midst of a long struggle for autonomy and freedom from American rule. Can the Lakota people reclaim their independence, or will they be forever subject to outside forces?"
LND,Lunda,,"The Lunda Kingdom of Central Africa is a powerful state, but it is threatened by imperial incursions from the Belgian Congo and South Africa. Will the Lunda be able to stand their ground, or will they be overrun by their foreign rivals?"
LNG,Loango,,"The Kingdom of Loango is a powerful state on the West African coast, but it is beset by imperial incursions from Europe. Will the Loango be able to defend their independence and autonomy, or will they succumb to foreign domination?"
LOM,Lombardia,,"Lombardia has experienced a period of rapid growth and development, with many new factories being built and the country's economy flourishing. However, its monarchs have been facing stiff resistance from the people of the region due to their oppressive measures. Can the current political climate be sustained or will it lead to revolution?"
LUA,Luang Prabang,"Once the seat of the mighty Kingdom of Lan Xang, Luang Prabang is a shadow of its former self. Split between the regional powers of Dai Nam and Siam, can the Lao people emerge strong and independent?","Luang Prabang is a kingdom that has been fought over by a number of different nations throughout its history. With the arrival of European powers in the 19th century, the fate of the kingdom hangs in the balance. Will Luang Prabang return to its past glory or will it succumb to foreign influences?"
LUB,Lübeck,,"Lübeck is a powerful city-state, at the heart of the Hanseatic League. It has been a major commercial and trading port for centuries, and with the advent of the 19th century, this influence continues to grow. What new opportunities await this port city in the years to come?"
LUC,Lucca,"Torn from their rightful Parman lands, the house of Bourbon-Parma was granted Lucca until they could reclaim their rightful throne within Parma upon the death of Marie Louise. With Italian nationalism on the rise, how long can this aberration survive?","Lucca is a small city-state in Tuscany, Italy that was a part of the Papal States until the 19th century. As the Italian Unification Movement begins to gain momentum, will Lucca be able to remain independent or will it become engulfed in the movement?"
LUO,Luo,,"The Luo people of what is now modern day Kenya have been living in the region since the 16th century. With the arrival of the British in the 19th century, their traditional way of life is slowly being replaced by British colonial rule. Will the Luo maintain their autonomy or will they succumb to foreign rule?"
LUX,Luxembourg,,"After centuries of being under the control of other European states, Luxembourg officially became an independent state in the 19th century. As the country begins to assert its independence, many of its neighbors watch with wary eyes. Can Luxembourg maintain its freedom or will it be swallowed up by the surrounding nations?"
LZO,Barotse,,"The Barotse people of modern day Zambia have a long and proud history of independence, having resisted British rule for a number of decades. As British colonialism spreads across the continent, will Barotse remain independent, or will it succumb to British rule?"
MAD,Madagascar,,"Madagascar is an island nation off the east coast of Africa, and the Malagasy people have a long and proud history of independence. However, many of their neighbors are beginning to take an interest in their island, seeking to colonize and exploit the resources of the region. Will the Malagasy remain free, or will their homeland be swallowed up by the colonial powers?"
MAK,Makran,,"The people of Makran, which is an area of the modern day Iran-Pakistan border, have had a long and tumultuous history. After a period of relative peace, the 19th century saw the arrival of the British and the introduction of liberalism, which aimed to bring reform to this society. Can the people of Makran adapt to these new ideas or will they resist?"
MAN,Manhattan Commune,,"In the early 19th century, a radical experiment in communal living unfolded in lower Manhattan. The Manhattan Commune, as it was known, sought to challenge the capitalist status quo and provide an alternative to the corrupt politics of the city. Will this experiment succeed or will the Commune be crushed by the forces of the status quo?"
MAY,Maya,,"The Maya people of modern day Mexico and Central America have had a long and varied history. In the 19th century, a new wave of colonialism swept across the region, as the Spanish and other European powers sought to colonize the Maya land. Will the Maya be able to remain free or will they succumb to this new wave of imperialism?"
MCH,Manchuria,,"Manchuria is a region in northeast Asia that has been the site of conflict for centuries. In the 19th century, the Manchurian people were threatened by the encroachment of the Russian Empire and the newly formed Chinese Republic. What does the future hold for this isolated region?"
MCR,Micronesia,,"Micronesia is an archipelago of islands in the Pacific Ocean. The region has a colorful history, having been colonized and fought over by various nations in the 19th century. What lies in store for this seemingly forgotten corner of the world?"
MDK,Mandinka,,"The Mandinka people of modern day Senegal, Mali and Gambia have been living in relative peace since the 16th century. But with the arrival of the French in the 19th century, the Mandinka find themselves threatened once again. Will they be able to maintain their independence or will they succumb to foreign rule?"
MEC,Mecklenburg,,"Mecklenburg is a small state located in Northern Germany. It is a constitutional monarchy, and its rulers have traditionally enjoyed a good relationship with their citizens. But will this continue in the 19th century, as the country is threatened by revolutionary forces from within and without?"
MST,Mecklenburg-Strelitz,,"Mecklenburg-Strelitz is a small state located in Northern Germany and is an integral part of the German Confederation. However, the region is experiencing great social and political unrest as the industrial revolution gains momentum. Will the region be engulfed by revolution or can the current rulers hold on to power?"
WLD,Waldeck,,"The small principality of Waldeck is located in northern Germany, and it has traditionally been ruled by a princely family. With the onset of the 19th century, however, the ruling family has been challenged by a growing revolutionary movement. Will Waldeck remain under the control of its princely rulers, or will it be swept up in the tide of revolution?"
MEI,Saxe-Meiningen,,"Saxe-Meiningen is a German state located in the heart of the country. It is in the midst of a period of great change, as industrialization, the rise of the labor movement, and the increasing conflict between the rural and urban populations have all been making an impact. What will the future hold for this state?"
MEW,Mewar,,"The kingdom of Mewar is located in modern day Rajasthan, India and is one of the oldest surviving princely states. The region has a long and proud history of independence, but with the arrival of the British in the 19th century, the stability of the state comes into question. Will the proud people of Mewar be able to maintain their independence, or will they succumb to foreign rule?"
MEX,Mexico,Tension between Mexico and the newly declared Texas Republic has turned into all out war. Will Mexico reconquer Texas and return to the status quo?,"After a period of turmoil and discord, Mexico was finally unified in the 19th century and became a republic. The country was in the midst of a period of modernizing reforms, and many were optimistic about the future. But will these reforms prove to be successful, or will Mexico succumb to chaos once again?"
MGL,Mongolia,,"The Mongolian people have a long and proud history of independence, and for centuries they were able to successfully defend their borders. However, in the 19th century their lands were threatened by the expanding Russian and Chinese empires. Will Mongolia remain independent or will it be swallowed up by its formidable neighbors?"
MJT,Majerteen,,"The Majerteen tribe of Somalia has a long and proud history. In the 19th century, however, they are being threatened by the growing influence of the Ottoman Empire. Will the Majerteen be able to remain independent, or will they succumb to foreign pressure?"
MKT,Miskitia,,"The Miskitia people of Honduras and Nicaragua have a long and proud history. With the arrival of the Spanish in the 19th century, however, their traditional way of life is being threatened by the forces of colonialism. Can the Miskitia resist or will they succumb to foreign rule?"
MNB,Mangbetu,,"The Mangbetu tribe of modern day Democratic Republic of Congo has a long and proud history, but in the 19th century they are threatened by the arrival of foreign forces. Will the Mangbetu be able to remain independent or will they be conquered by the Europeans?"
MNC,Manica,,"The Manica people of modern day Mozambique have traditionally lived a largely isolated lifestyle, having been able to successfully defend their lands from foreign encroachment. However, this is changing in the 19th century as the British move in and seek to colonize the region. Will Manica remain independent or will it become a part of the British Empire?"
MOD,Modena,"The Duchy of Modena is both ruled by, and politically subservient to, the Hapsburgs and the Austrian Empire. Will Modena shake off these chains of family loyalty, or do the ties that bind restrict too much?","The Italian region of Modena is a small but influential state in Italy. With the Italian Unification movement gaining momentum in the 19th century, the fate of this region hangs in the balance. Will Modena be able to remain independent or will it be swept up in the tide of unification?"
MOL,Moldavia,"Calls for Romanian unification and political independence complicate regional politics, as both Russia and the Ottomans have an interest in enforcing the status quo. Can Romania win its freedom?","Moldavia is an independent principality located in the eastern part of Europe. It has a long and tumultuous history, having been fought over and divided among a number of different empires in the past. With the rise of the Russian Empire in the 19th century, the fate of Moldavia is once again in the balance."
MON,Montenegro,,"The small nation of Montenegro has a long and proud history of independence, but in the 19th century it is threatened by the competing interests of the Ottoman and Russian Empires. Will the people of Montenegro be able to maintain their autonomy, or will they succumb to foreign pressure?"
MOR,Morocco,"No longer under Ottoman protection, Morocco is vulnerable to French and Spanish expansionism. Can Morocco survive the imperialist onslaught?","In the 19th century, Morocco was a thriving kingdom, but it was also in a period of crisis. With the European powers vying for influence in the region, and rising tensions between the tribal populations and the ruling elite, the future of this kingdom hangs in the balance."
MOS,Mossi,,"The Mossi people of modern day Burkina Faso have a long and proud history, but in the 19th century their nation is threatened by the encroachment of the French. Will the Mossi be able to hold off the French or will they succumb to foreign rule?"
MSH,Mashona,,"The Mashona people of modern day Zimbabwe have a long and proud history, but in the 19th century, their lands were threatened by the encroaching British Empire. With the rise of British colonialism, what does the future hold for the Mashona people and their traditional way of life?"
MSI,Masai,,"The Masai have long been seen as a proud people, fiercely guarding their lands. But in the early 19th century, their borders become ever smaller as the European powers begin to encroach on their territories. Can the Masai keep their way of life alive or will they succumb to the forces of imperialism?"
MSK,Maseko,,"In the early 19th century, Maseko is struggling to stay independent against the encroachments of the Zulu and the Ndebele Empire. Will they be able to outlast the onslaught, or will their kingdom succumb to foreign domination?"
MSN,Massina,,"The Massina Empire spans across West Africa, but is besieged by the rising power of the Ouagadougou Empire in the early 19th century. Can the Massina Empire withstand their rival and keep their independence, or will they succumb to the onslaught of their neighbor?"
MTB,Matabele,,"The Matabele Empire is expanding further into the interior of Southern Africa, but it meets with fierce resistance from the Ndebele, who have a long-standing rivalry with the Matabele. Can the Matabele fight off their rival and keep their empire intact, or will they be driven back by the onslaught?"
MTC,Métis,,The Métis people of North America are caught between the two great powers of the United States and the British Empire. Will they be able to hold onto their lands and stay independent or will they be subsumed by one or the other?
MUG,Hindustan,,"The British East India Company is making inroads into Hindustan, as it attempts to extend its control over the entire subcontinent. Can the people of Hindustan withstand this onslaught and keep their independence, or will they succumb to European domination?"
MYS,Mysore,,"Karnataka is threatened by the rising power of Mysore. With its formidable army, the Mysoreans are a force to be reckoned with. Can the people of Karnataka resist the onslaught and keep their independence, or will they be consumed by their rival?"
NAG,Nagpur,,"The Maratha Confederacy is in conflict with the British East India Company, with the city of Nagpur at the heart of the conflict. Will the Maratha be able to withstand this onslaught, or will they be caught in the crossfire?"
NAH,Anahuac,,"Mexico is in the midst of a struggle for independence from the Spanish Empire, with the people of Anahuac at the forefront. Will they be able to break free from Spanish rule or will they succumb to it?"
NAL,Natalia,,"Natalia is under the rule of the Dutch East India Company, causing great unrest among the population. Will they be able to overthrow their oppressors and gain independence, or will they remain under Dutch rule?"
NAM,Nama,,"The Nama people have been fighting for their independence from the Dutch for many years. Do they have the strength to stand up to their oppressors, or will they be forced to succumb to Dutch rule?"
NAS,Nassau,,"The newly formed country of Nassau is struggling to survive amongst the larger countries in the region. Can they hold onto their independence, or will they be consumed by the wave of European colonialism sweeping across the Caribbean?"
NAV,Navarra,,The small kingdom of Navarra is beginning to feel the squeeze of its larger neighbors. Can the kingdom remain independent or will it be annexed by Spain?
NEJ,Nejd,,The country of Nejd is caught in a power struggle between the forces of the Ottoman Empire and the growing power of the Saudi family. What will be the destiny of this conflict-ridden nation?
NEN,New England,,"With the founding of the United States, the people of New England are struggling to find their footing in a new nation. Will they be able to carve out a place for themselves in America, or will they be left behind in the dust?"
NEP,Nepal,,The Hindu kingdom of Nepal is threatened by the expansionist ambitions of the East India Company and Chinese dynasties. Will Nepal be able to keep its independence or will it be subsumed by its opponents?
NET,Netherlands,"The Netherlands lost Belgium to revolution six years ago and while still economically stable, their rate of industrialization is slow compared to some of their neighbors. Will the Netherlands be able to emerge as a powerhouse of the 19th century?","The Dutch are amidst a period of reform and liberalization, but they remain a part of the powerful Holy Alliance. Can they remain independent or will they be subsumed by the power of the other European nations?"
NEW,Newfoundland,,"The British are beginning to expand their influence in Newfoundland, with the hopes of turning the country into a lucrative colony. Can the people of Newfoundland resist the onslaught of British rule, or will they succumb to it?"
NGF,North German Federation,,"The newly formed German Empire is balancing between Prussian dominance and the wishes of the smaller German states. Can the federation remain stable, or will it be torn apart by the internal tensions?"
NIC,Nicaragua,,"In the early 19th century, Nicaragua is caught between the ambitions of the Spanish Empire and the growing forces of the United States. Will Nicaragua remain independent or will it be engulfed by its larger neighbors?"
NOR,Norway,"Norway has spent centuries under Danish and Swedish rule, but now dreams of sovereignty. What will it take for Norway to win its independence?","Norway is struggling to make its first tentative steps into industrializing and modernizing, but it is hampered by a small population and inadequate resources. Can Norway break free from its limitations or will it remain stuck in the past?"
NRU,Nauru,,"With the arrival of the British, Nauru is in the midst of a power struggle between two colonial forces. Can the Nauruans resist the encroachment of the British and carve out a place for themselves in a new age?"
NTO,Ngāti Toa,,"Ngāti Toa is struggling to maintain its independence in the face of British colonisation. Can the Maori people resist the tremendous pressure of the British Empire, or will they be forced to succumb to its rule?"
NTU,Ngāi Tahu,,Ngāi Tahu is caught in a power struggle between the British and the Ngāti Toa. Can the Ngāi Tahu remain independent or will they be overrun by their more powerful neighbours?
NUE,Nuer,,The Nuer people of Sudan are caught in a power struggle between the Ottoman Empire and the Egyptians. Can they hold their own or will they succumb to the foreign powers vying for control over them?
NVJ,Navajo,,"The Navajo Nation is caught in a struggle between the United States and Mexico, with the region often a battleground between the two. Can the Navajo remain independent or will they be subsumed by the powerful foreign forces?"
NYM,Nyamwezi,,The Nyamwezi people of East Africa are caught in a power struggle between the powerful Omani Empire and the rising power of their neighbours. Can the Nyamwezi resist the pressure or will they be forced to succumb?
NZL,New Zealand,,The Maori people of New Zealand are resisting the British Empire's attempts to colonize their lands. Will they be able to fight off the onslaught or will they be forced to become a part of the British Empire?
NZP,Nimíipuu,,"The Nimíipuu people of America are struggling to hold on to their lands against the encroachment of the United States. Can the Nimíipuu keep their lands and their culture intact, or will they succumb to the onslaught of the powerful foreign invaders?"
OLD,Oldenburg,,The Grand Duchy of Oldenburg is caught in a power struggle between the German Empire and the powerful Kingdom of Prussia. Will Oldenburg remain independent or will it be annexed by one of its larger neighbours?
OMA,Oman,"Ruling over both Oman and Zanzibar, the Sultanate is establishing an intercontinental empire. Can Oman remain united?","With the ruling sultan divided between reformers and traditionalists, Oman is in the midst of a power struggle in the early 19th century. Will the sultan be able to hold onto power and modernise his nation, or will it succumb to internal strife?"
ORA,Oranje,,"The House of Orange, formerly rulers of the Dutch Republic, have been exiled due to their ties to the French monarchy. Yet, their legacy lives on in the form of a new nation, the Kingdom of Oranje. Will a new era of prosperity soon be ushered in for the country, or will its golden dreams remain unfulfilled?"
ORG,Oregon,"Currently under relatively autonomous administration, both the Hudson Bay Company and the US government have set their eyes on the disputed Columbia district. Will either power succeed, or will an independent Oregon emerge?","In the wake of the Lewis and Clark expedition, settlers from the United States are staking their claim on the lands of the nation of Oregon. How will the native Americans respond to this influx of colonizers?"
ORI,Orissa,,"The sultanate of Orissa is an important trading hub in the Indian subcontinent, bringing together goods from both East and West. With the East India Company now in control, what will be the future of the region's commerce?"
OUA,Oualata,,"The city-state of Oualata has managed to remain relatively independent in the face of increasing colonial powers in the region. But will they be able to maintain their freedom, or will they be swallowed up by the ambitions of the neighboring nations?"
OVM,Ovimbundu,,"The Ovimbundu people have long been a major trading power in the region of Central Africa, but now they are threatened by the encroachment of the Portuguese colonists. How will the Ovimbundu resist the onslaught of imperialism?"
OYO,Oyo,,"The ancient kingdom of Oyo was once a powerful force in the region, but it has been weakened by war and foreign encroachment. Will Oyo rise once more, or will its people be forever subjugated?"
PAN,Punjab,"The Sikh Empire is in a period of conquest, winning engagement after engagement. But what does the future hold for this empire?","The Punjab region has long been a hub for trade, culture, and science. With the coming of the British Raj, the region is now in danger of being swallowed up by foreign domination. Will the region be able to resist this new force or will it succumb?"
PAP,Rome,"Though the political power of the Catholic Church has waned over the centuries, the Pope still presides over the Papal States. Does faith still rule the hearts of men?","The city of Rome and its surrounding area has been a powerful force throughout history. But as the modern world begins to take shape, is the Eternal City facing a new era of decline?"
PAR,Parma,"The Congress of Vienna confirmed the Rule of Napoleon's second wife Marie Louise over the Duchy until her death. In this time of nationalism and upheaval, will she be able to hold on to her lands?","The small duchy of Parma has long been under the control of the powerful Farnese family. However, the newly-unified Kingdom of Italy is now beginning to cast its ambitions upon the region. Will Parma find itself subsumed by the new kingdom or will its independence endure?"
PAT,Mapuche,,"The Mapuche people have long defended their homeland of modern Chile and Argentina against foreign incursions. But now that these nations have achieved independence, what will be the fate of the Mapuche and their ancient ways?"
PER,Persia,Persia is still reeling from the loss of several territories to Imperial Russia at the beginning of the century. Will they be able to come back and reclaim its place as a great power?,"The Persian Empire has been a cultural cornerstone of the region for centuries, but modern influences from the Russian Empire and the British Raj are beginning to make their presence felt. Will Persia remain a bastion of the old world or will it too join the modern age?"
PEU,Peru,"Peru and Bolivia are close to the creation of a new confederation, but can the two countries come to an agreement? Will such a union be formed?","After centuries of Spanish rule, Peru has finally won its independence. However, with the region now rife with political infighting, can this new nation find a way to stability and prosperity?"
PHI,Philippines,,"The archipelago of the Philippines has long been a strategic hub for the competing European powers. Now, with US forces having defeated Spanish forces in the Spanish-American War, what will be the fate of the islands?"
PLC,Poland-Lithuania,,"The Polish-Lithuanian Commonwealth once stretched across much of Eastern Europe, but centuries of wars and foreign conquest have reduced it to a mere shadow of its former glory. Can the battered nation rise again, or will its defeat be sealed forever?"
PLY,Tahiti,,"The Tahitians, who have long been isolated from the outside world, are now being encountered by explorers from Europe. What will be the fate of this island nation as foreigners begin to impose their own ways upon it?"
PNM,Panama,,"The isthmus of Panama has long been a strategic location for the passage of ships between the Atlantic and Pacific oceans. Now that a canal is being built to make travel even easier, will Panama become a major hub of international trade?"
POL,Poland,,"The Polish people have long had to suffer through occupation and domination by foreign powers. But now, with a newly-independent Poland in the making, can this nation reclaim its lost glory and rise again?"
POM,Pomerania,,"The region of Pomerania, located between Germany and Poland, has long been disputed between both countries. With the unification of Germany and the independence of Poland, will Pomerania finally find the peace it has been denied for so long?"
POR,Portugal,"It has been just two years since the end of the Portuguese Civil War and once again Queen Maria II sits the throne. Portuguese colonies stretch across the world. Now that the internal strife has been dealt with, what will the rest of the century bring?","Portugal is a nation with a long history, but its future is uncertain. As other European countries industrialize and modernize, can this small nation of seafarers survive in the rapidly changing world?"
PPU,Papua,,"The island of Papua was known as the Dutch East Indies until recently. Now that it is an independent nation, what path will it take in order to become a prosperous and powerful nation?"
PRG,Paraguay,,The country of Paraguay has for centuries been the subject of territorial disputes between its neighboring countries. Will it ever find peace or will it remain in a perpetual state of limbo?
PRU,Prussia,Prussia managed to gain large swathes of territory in the Napoleonic wars and has spent the last few years making startling reforms across the country. Will Prussia continue along this path and perhaps unite Germany?,"Prussia has long been a major power in Europe, but it is now struggling to remain relevant in a continent that is rapidly changing. Can Prussia find a way to remain influential or will it be pushed to the sidelines?"
PCO,Puerto Rico,,"Puerto Rico is an unincorporated territory of the United States, but the island is beginning to question its status as a colony. What does the future hold for this small island nation and its people?"
QUE,Quebec,"Once the colony of New France, Lower Canada has fallen under British rule. Tensions between the predominantly French population and the colonial government threaten to escalate in the near future, with little chance of peaceful resolution. Will Quebec win its freedom?","The people of Quebec have long been proud of their unique French-Canadian culture. With a growing demand for independence, will Quebec be able to carve out its own destiny?"
REB,Rebels,,"The forces of rebellion may be few, but they are fiercely determined to overthrow oppressive regimes across the globe. Will their courage and conviction be enough to bring lasting change?"
REV,Revolutionary,,"The winds of revolution are blowing across the continent, as countless people stand up to fight for their rights and freedom. Will history be kind to these brave souls or will their cause be destined to failure?"
ROM,Romania,,"Romania has long been a crossroads between East and West, but with the rise of nationalism in the region, can it remain a neutral power or will it be forced to side with one side or the other?"
